read	distance	multiplicity	edge_index	node_name
NP_300m_SV.NarG-356_1_230_+	0.12860623406325922	1	278	
NP_300m_SV.NarG-377_1_233_+	0.0510192340632592	1	278	
NP_300m_SV.NarG-379_1_157_+	0.12693823406325921	1	278	
NP_300m_SV.NarG-383_1_250_+	0.1540902340632592	1	278	
NP_300m_SV.NarG-401_1_194_+	0.0750802340632592	1	278	
NP_300m_SV.NarG-402_1_118_+	0.07536923406325921	1	278	
NP_300m_SV.NarG-409_1_251_+	0.12425123406325919	1	278	
NP_300m_SV.NarG-417_1_215_+	0.0482842340632592	1	278	
NP_300m_SV.NarG-465_1_211_+	0.07951323406325919	1	278	
NP_300m_SV.NarG-476_1_104_+	0.0478982340632592	1	278	
NP_300m_SV.NarG-481_1_110_+	0.0735782340632592	1	278	
NP_300m_SV.NarG-500_1_249_+	0.09313823406325919	1	278	
NP_300m_SV.NarG-501_1_249_+	0.07529423406325919	1	278	
NP_300m_SV.NarG-503_1_243_+	0.0752892340632592	1	278	
NP_300m_SV.NarG-508_1_187_+	0.0601492340632592	1	278	
NP_300m_SV.NarG-511_1_251_+	0.10897623406325918	1	278	
NP_300m_SV.NarG-532_1_190_+	0.0960202340632592	1	278	
NP_300m_SV.NarG-536_1_92_+	0.1211972340632592	1	278	
NP_300m_SV.NarG-541_1_247_+	0.0772052340632592	1	278	
NP_300m_SV.NarG-573_1_180_+	0.1043572340632592	1	278	
NP_300m_SV.NarG-579_1_231_+	0.11414623406325919	1	278	
NP_300m_SV.NarG-599_1_251_+	0.3728092340632592	1	278	
NP_300m_SV.NarG-601_1_250_+	0.2115522340632592	1	278	
NP_300m_SV.NarG-602_1_239_+	0.0847392340632592	1	278	
NP_300m_SV.NarG-604_1_250_+	0.057591234063259195	1	278	
NP_300m_SV.NarG-606_1_188_+	0.0341552340632592	1	278	
NP_300m_SV.NarG-623_1_155_+	0.5087392340632593	1	278	
NP_300m_SV.NarG-648_1_165_+	0.0440652340632592	1	278	
NP_300m_SV.NarG-649_1_141_+	0.1324002340632592	1	278	
NP_300m_SV.NarG-658_1_160_+	0.0521942340632592	1	278	
NP_300m_SV.NarG-674_1_251_+	0.11153023406325921	1	278	
NP_300m_SV.NarG-694_1_153_+	0.1391912340632592	1	278	
NP_300m_SV.NarG-704_1_207_+	0.0761592340632592	1	278	
NP_300m_SV.NarG-709_1_219_+	0.1000252340632592	1	278	
NP_300m_SV.NarG-722_1_187_+	0.0699412340632592	1	278	
NP_300m_SV.NarG-724_1_251_+	0.1061682340632592	1	278	
NP_300m_SV.NarG-731_1_203_+	0.05698123406325921	1	278	
NP_300m_SV.NarG-738_1_142_+	0.0383582340632592	1	278	
NP_300m_SV.NarG-745_1_189_+	0.0655552340632592	1	278	
NP_300m_SV.NarG-747_1_217_+	0.0571092340632592	1	278	
NP_300m_SV.NarG-764_1_196_+	0.09620623406325919	1	278	
NP_300m_SV.NarG-767_1_207_+	0.08211323406325921	1	278	
NP_300m_SV.NarG-770_1_129_+	0.0641912340632592	1	278	
NP_300m_SV.NarG-776_1_232_+	0.0507482340632592	1	278	
NP_300m_SV.NarG-794_1_178_+	0.0939812340632592	1	278	
NP_300m_SV.NarG-798_1_185_+	0.0472792340632592	1	278	
NP_300m_SV.NarG-816_1_98_+	0.0851732340632592	1	278	
NP_300m_SV.NarG-826_1_189_+	0.1341282340632592	1	278	
NP_300m_SV.NarG-829_1_191_+	0.09979523406325921	1	278	
NP_300m_SV.NarG-839_1_151_+	0.0614702340632592	1	278	
NP_300m_SV.NarG-841_1_75_+	0.0993292340632592	1	278	
NP_300m_SV.NarG-845_1_109_+	0.021991234063259202	1	278	
NP_300m_SV.NarG-850_1_250_+	0.13123423406325918	1	278	
NP_300m_SV.NarG-852_1_245_+	0.048545234063259196	1	278	
NP_300m_SV.NarG-874_1_122_+	0.2912422340632592	1	278	
NP_300m_SV.NarG-894_1_236_+	0.0979682340632592	1	278	
NP_300m_SV.NarG-919_1_184_+	0.07614323406325921	1	278	
NP_300m_SV.NarG-927_1_81_+	0.0498492340632592	1	278	
NP_300m_SV.NarG-936_1_234_+	0.0696672340632592	1	278	
NP_300m_SV.NarG-937_1_127_+	0.1046652340632592	1	278	
NP_300m_SV.NarG-948_1_164_+	0.1051922340632592	1	278	
NP_300m_SV.NarG-967_1_251_+	0.10106223406325919	1	278	
NP_300m_SV.NarG-974_1_164_+	0.0700192340632592	1	278	
NP_300m_SV.NarG-990_1_224_+	0.07295223406325921	1	278	
NP_300m_SV.NarG-1039_1_128_+	0.0997692340632592	1	278	
NP_300m_SV.NarG-1042_1_162_+	0.0409042340632592	1	278	
NP_300m_SV.NarG-1053_1_200_+	0.11441523406325921	1	278	
NP_300m_SV.NarG-1060_1_222_+	0.0675032340632592	1	278	
NP_300m_SV.NarG-1067_1_112_+	0.0690542340632592	1	278	
NP_300m_SV.NarG-1069_1_116_+	0.20026423406325922	1	278	
NP_300m_SV.NarG-1080_1_222_+	0.13217423406325918	1	278	
NP_300m_SV.NarG-1085_1_165_+	0.0599502340632592	1	278	
NP_300m_SV.NarG-1098_1_124_+	0.06751223406325921	1	278	
NP_300m_SV.NarG-1099_1_80_+	0.1252522340632592	1	278	
NP_300m_SV.NarG-1100_1_139_+	0.0617022340632592	1	278	
NP_300m_SV.NarG-1102_1_198_+	0.08488723406325921	1	278	
NP_300m_SV.NarG-1103_1_150_+	0.0936642340632592	1	278	
NP_300m_SV.NarG-1139_1_236_+	0.049150234063259204	1	278	
NP_300m_SV.NarG-1148_87_251_+	0.17509323406325922	1	278	
NP_300m_SV.NarG-1150_1_81_+	0.1095662340632592	1	278	
NP_300m_SV.NarG-1159_1_81_+	0.0396242340632592	1	278	
NP_300m_SV.NarG-1194_1_178_+	0.11775423406325919	1	278	
NP_300m_SV.NarG-1207_1_204_+	0.10782023406325919	1	278	
NP_300m_SV.NarG-1215_1_136_+	0.3276152340632592	1	278	
NP_300m_SV.NarG-1220_1_153_+	0.07446023406325919	1	278	
NP_300m_SV.NarG-1226_1_124_+	0.07080223406325921	1	278	
NP_300m_SV.NarG-1238_1_210_+	0.1249232340632592	1	278	
NP_300m_SV.NarG-1243_1_106_+	0.0409612340632592	1	278	
NP_300m_SV.NarG-1245_1_88_+	0.0400792340632592	1	278	
NP_300m_SV.NarG-1248_1_251_+	0.0519552340632592	1	278	
NP_300m_SV.NarG-1271_1_177_+	0.09421023406325921	1	278	
NP_300m_SV.NarG-1280_1_222_+	0.0897082340632592	1	278	
NP_300m_SV.NarG-1308_1_251_+	0.0497552340632592	1	278	
NP_300m_SV.NarG-1317_1_251_+	0.1445542340632592	1	278	
NP_300m_SV.NarG-1321_1_179_+	0.0918962340632592	1	278	
NP_300m_SV.NarG-1322_1_205_+	0.0728952340632592	1	278	
NP_300m_SV.NarG-1328_1_245_+	0.0823792340632592	1	278	
NP_300m_SV.NarG-1341_6_155_+	0.10170923406325921	1	278	
NP_300m_SV.NarG-1351_1_81_+	0.0856012340632592	1	278	
NP_300m_SV.NarG-1356_1_184_+	0.1138772340632592	1	278	
NP_300m_SV.NarG-1370_1_149_+	0.0389962340632592	1	278	
NP_300m_SV.NarG-1375_1_205_+	0.0580252340632592	1	278	
NP_300m_SV.NarG-1420_1_124_+	0.0416362340632592	1	278	
NP_300m_SV.NarG-1422_1_123_+	0.1553772340632592	1	278	
NP_300m_SV.NarG-1423_1_172_+	0.11147023406325919	1	278	
NP_300m_SV.NarG-1431_1_181_+	0.049413234063259204	1	278	
NP_300m_SV.NarG-1440_1_154_+	0.08827823406325919	1	278	
NP_300m_SV.NarG-1442_1_108_+	0.08233323406325921	1	278	
NP_300m_SV.NarG-1446_1_137_+	0.2306622340632592	1	278	
NP_300m_SV.NarG-1461_1_239_+	0.0485972340632592	1	278	
NP_300m_SV.NarG-1465_1_137_+	0.1166252340632592	1	278	
NP_300m_SV.NarG-1467_1_251_+	0.0878522340632592	1	278	
NP_300m_SV.NarG-1485_1_250_+	0.3778412340632592	1	278	
NP_300m_SV.NarG-1502_1_223_+	0.0413442340632592	1	278	
NP_300m_SV.NarG-1503_1_206_+	0.08299723406325919	1	278	
NP_300m_SV.NarG-1600_1_190_+	0.1212232340632592	1	278	
NP_300m_SV.NarG-1611_1_176_+	0.1034022340632592	1	278	
NP_300m_SV.NarG-1631_1_197_+	0.0993142340632592	1	278	
NP_300m_SV.NarG-1640_1_212_+	0.10387323406325921	1	278	
NP_300m_SV.NarG-1642_1_251_+	0.1095802340632592	1	278	
NP_300m_SV.NarG-1643_1_159_+	0.0494062340632592	1	278	
NP_300m_SV.NarG-1653_1_153_+	0.0538692340632592	1	278	
NP_300m_SV.NarG-1657_1_166_+	0.0726672340632592	1	278	
NP_300m_SV.NarG-1699_1_237_+	0.0865912340632592	1	278	
NP_300m_SV.NarG-1711_1_232_+	0.1294262340632592	1	278	
NP_300m_SV.NarG-1731_1_250_+	0.06557723406325919	1	278	
NP_300m_SV.NarG-1746_1_173_+	0.0754362340632592	1	278	
NP_300m_SV.NarG-1749_1_251_+	0.09666623406325921	1	278	
NP_300m_SV.NarG-1763_1_155_+	0.08584023406325919	1	278	
NP_300m_SV.NarG-1765_1_148_+	0.034594234063259205	1	278	
NP_300m_SV.NarG-1767_1_106_+	0.0571832340632592	1	278	
NP_300m_SV.NarG-1770_1_250_+	0.0851182340632592	1	278	
NP_300m_SV.NarG-1773_1_178_+	0.1185752340632592	1	278	
NP_300m_SV.NarG-1775_1_218_+	0.1186842340632592	1	278	
NP_300m_SV.NarG-1779_1_129_+	0.0445722340632592	1	278	
NP_300m_SV.NarG-1783_1_234_+	0.10216323406325921	1	278	
NP_300m_SV.NarG-1802_1_197_+	0.0839082340632592	1	278	
NP_300m_SV.NarG-1841_1_132_+	0.1019042340632592	1	278	
NP_300m_SV.NarG-1844_1_226_+	0.1853182340632592	1	278	
NP_300m_SV.NarG-1848_1_178_+	0.1586642340632592	1	278	
NP_300m_SV.NarG-1851_1_133_+	0.1325132340632592	1	278	
NP_300m_SV.NarG-1861_1_86_+	0.0734022340632592	1	278	
NP_300m_SV.NarG-1869_1_133_+	0.12296523406325921	1	278	
NP_300m_SV.NarG-1893_1_193_+	0.0728162340632592	1	278	
NP_300m_SV.NarG-1906_1_250_+	0.1129642340632592	1	278	
NP_300m_SV.NarG-1909_1_225_+	0.0924222340632592	1	278	
NP_300m_SV.NarG-1911_1_168_+	0.4896512340632592	1	278	
NP_300m_SV.NarG-1915_1_220_+	0.10178123406325919	1	278	
NP_300m_SV.NarG-1927_1_181_+	0.1323652340632592	1	278	
NP_300m_SV.NarG-1931_1_90_+	0.040963234063259205	1	278	
NP_300m_SV.NarG-1968_1_251_+	0.0697492340632592	1	278	
NP_300m_SV.NarG-2007_1_143_+	0.0698362340632592	1	278	
NP_300m_SV.NarG-2023_1_146_+	0.11808823406325919	1	278	
NP_300m_SV.NarG-2025_1_215_+	0.4293632340632592	1	278	
NP_300m_SV.NarG-2027_1_208_+	0.1316042340632592	1	278	
NP_300m_SV.NarG-2041_1_250_+	0.0677072340632592	1	278	
NP_300m_SV.NarG-2060_1_105_+	0.0865842340632592	1	278	
NP_300m_SV.NarG-2080_1_120_+	0.0660282340632592	1	278	
NP_300m_SV.NarG-2087_1_127_+	0.0795762340632592	1	278	
NP_300m_SV.NarG-2090_1_168_+	0.07542223406325921	1	278	
NP_300m_SV.NarG-2098_1_183_+	0.14955323406325918	1	278	
NP_300m_SV.NarG-2116_1_202_+	0.1263512340632592	1	278	
NP_300m_SV.NarG-2125_1_200_+	0.0810802340632592	1	278	
NP_300m_SV.NarG-2127_1_154_+	0.0851532340632592	1	278	
NP_300m_SV.NarG-2137_1_106_+	0.0799882340632592	1	278	
NP_300m_SV.NarG-2140_1_198_+	0.0810622340632592	1	278	
NP_300m_SV.NarG-2154_1_204_+	0.09371223406325921	1	278	
NP_300m_SV.NarG-2164_1_94_+	0.0820252340632592	1	278	
NP_300m_SV.NarG-2191_1_220_+	0.058628234063259205	1	278	
NP_300m_SV.NarG-2220_1_112_+	0.07535023406325919	1	278	
NP_300m_SV.NarG-2227_1_162_+	0.12089423406325919	1	278	
NP_300m_SV.NarG-2243_1_232_+	0.0677962340632592	1	278	
NP_300m_SV.NarG-2245_1_107_+	0.09157523406325921	1	278	
NP_300m_SV.NarG-2260_1_212_+	0.0669072340632592	1	278	
NP_300m_SV.NarG-2266_1_248_+	0.0668232340632592	1	278	
NP_300m_SV.NarG-2278_1_190_+	0.0544422340632592	1	278	
NP_300m_SV.NarG-2287_1_92_+	0.0560792340632592	1	278	
NP_300m_SV.NarG-2292_1_75_+	0.049580234063259204	1	278	
NP_300m_SV.NarG-2319_1_249_+	0.054651234063259196	1	278	
NP_300m_SV.NarG-2343_1_92_+	0.0992762340632592	1	278	
NP_300m_SV.NarG-2349_1_206_+	0.0682022340632592	1	278	
NP_300m_SV.NarG-2357_1_251_+	0.0847982340632592	1	278	
NP_300m_SV.NarG-2367_1_143_+	0.061584234063259205	1	278	
NP_300m_SV.NarG-2372_1_174_+	0.0813372340632592	1	278	
NP_300m_SV.NarG-2391_1_91_+	0.0499862340632592	1	278	
NP_300m_SV.NarG-2407_1_178_+	0.07908823406325921	1	278	
NP_300m_SV.NarG-2410_1_111_+	0.1168672340632592	1	278	
NP_300m_SV.NarG-2461_1_134_+	0.0346402340632592	1	278	
NP_300m_SV.NarG-2463_1_99_+	0.0640822340632592	1	278	
NP_300m_SV.NarG-2548_1_121_+	0.15597523406325922	1	278	
NP_300m_SV.NarG-2551_1_160_+	1.2412662340632592	1	278	
NP_300m_SV.NarG-2555_1_250_+	0.1133392340632592	1	278	
NP_300m_SV.NarG-2572_1_226_+	0.0581602340632592	1	278	
NP_300m_SV.NarG-2577_1_200_+	0.1470982340632592	1	278	
NP_300m_SV.NarG-2588_1_181_+	0.0918292340632592	1	278	
NP_300m_SV.NarG-2619_1_168_+	0.0799312340632592	1	278	
NP_300m_SV.NarG-2622_1_95_+	0.1789072340632592	1	278	
NP_300m_SV.NarG-2626_1_251_+	0.1261562340632592	1	278	
NP_300m_SV.NarG-2627_1_191_+	0.09329423406325921	1	278	
NP_300m_SV.NarG-2645_1_194_+	0.07348223406325921	1	278	
NP_300m_SV.NarG-2646_1_250_+	0.0881132340632592	1	278	
NP_300m_SV.NarG-2661_1_166_+	0.0721552340632592	1	278	
NP_300m_SV.NarG-2663_1_112_+	0.027799234063259202	1	278	
NP_300m_SV.NarG-2670_1_241_+	0.1119282340632592	1	278	
NP_300m_SV.NarG-2680_1_251_+	0.1044442340632592	1	278	
NP_300m_SV.NarG-2691_1_119_+	0.0946242340632592	1	278	
NP_300m_SV.NarG-2720_1_200_+	0.033767234063259204	1	278	
NP_300m_SV.NarG-2725_1_97_+	0.0875462340632592	1	278	
NP_300m_SV.NarG-2735_1_90_+	0.0753332340632592	1	278	
NP_300m_SV.NarG-2739_1_207_+	0.0685972340632592	1	278	
NP_300m_SV.NarG-2744_1_223_+	0.10063523406325921	1	278	
NP_300m_SV.NarG-2764_1_176_+	0.0544412340632592	1	278	
NP_300m_SV.NarG-2768_1_249_+	0.0968552340632592	1	278	
NP_300m_SV.NarG-2793_1_90_+	0.0823212340632592	1	278	
NP_300m_SV.NarG-2797_1_126_+	0.0711132340632592	1	278	
NP_300m_SV.NarG-2814_1_250_+	0.0896282340632592	1	278	
NP_300m_SV.NarG-2824_1_150_+	0.09785123406325921	1	278	
NP_300m_SV.NarG-2830_1_163_+	0.0807162340632592	1	278	
NP_300m_SV.NarG-2847_1_234_+	0.1469912340632592	1	278	
NP_300m_SV.NarG-2848_1_172_+	0.0352552340632592	1	278	
NP_300m_SV.NarG-2864_1_95_+	0.0953782340632592	1	278	
NP_300m_SV.NarG-2867_1_132_+	0.1932272340632592	1	278	
NP_300m_SV.NarG-2873_1_104_+	0.0781182340632592	1	278	
NP_300m_SV.NarG-2887_1_141_+	0.0617032340632592	1	278	
NP_300m_SV.NarG-2893_1_77_+	0.0753092340632592	1	278	
NP_300m_SV.NarG-2901_1_250_+	0.0495482340632592	1	278	
NP_300m_SV.NarG-2908_1_203_+	0.4120892340632592	1	278	
NP_300m_SV.NarG-2913_1_169_+	0.1214722340632592	1	278	
NP_300m_SV.NarG-2920_1_191_+	0.1121892340632592	1	278	
NP_300m_SV.NarG-2934_1_164_+	0.0808302340632592	1	278	
NP_300m_SV.NarG-2937_1_235_+	0.2078422340632592	1	278	
NP_300m_SV.NarG-2948_1_181_+	0.4174632340632592	1	278	
NP_300m_SV.NarG-2951_11_233_+	0.0818012340632592	1	278	
NP_300m_SV.NarG-2958_1_127_+	0.06890223406325921	1	278	
NP_300m_SV.NarG-2970_1_228_+	0.0493932340632592	1	278	
NP_300m_SV.NarG-3017_1_251_+	0.09610323406325919	1	278	
NP_300m_SV.NarG-3037_1_194_+	0.0752522340632592	1	278	
NP_300m_SV.NarG-3050_1_200_+	0.07406423406325921	1	278	
NP_300m_SV.NarG-3058_1_115_+	0.0544472340632592	1	278	
NP_300m_SV.NarG-3084_1_223_+	0.061723234063259205	1	278	
NP_300m_SV.NarG-3091_1_95_+	0.0856332340632592	1	278	
NP_300m_SV.NarG-3100_1_164_+	0.0855732340632592	1	278	
NP_300m_SV.NarG-3110_1_133_+	0.0775022340632592	1	278	
NP_300m_SV.NarG-3120_1_150_+	0.1330592340632592	1	278	
NP_300m_SV.NarG-3127_1_97_+	0.0409682340632592	1	278	
NP_300m_SV.NarG-3132_1_235_+	0.3034842340632592	1	278	
NP_300m_SV.NarG-3148_1_113_+	0.08619523406325919	1	278	
NP_300m_SV.NarG-3162_1_96_+	0.0409692340632592	1	278	
NP_300m_SV.NarG-3169_1_154_+	0.1256602340632592	1	278	
NP_300m_SV.NarG-3170_1_165_+	0.07642323406325921	1	278	
NP_300m_SV.NarG-3171_1_108_+	0.0398242340632592	1	278	
NP_300m_SV.NarG-3175_1_151_+	0.0603222340632592	1	278	
NP_300m_SV.NarG-3176_1_250_+	0.07529523406325919	1	278	
NP_300m_SV.NarG-3180_1_79_+	0.0396262340632592	1	278	
NP_300m_SV.NarG-3182_1_223_+	0.0530202340632592	1	278	
NP_300m_SV.NarG-3191_1_249_+	0.09418323406325921	1	278	
NP_300m_SV.NarG-3193_1_186_+	0.0767512340632592	1	278	
NP_300m_SV.NarG-3213_1_184_+	0.061074234063259195	1	278	
NP_300m_SV.NarG-3221_1_245_+	0.08527323406325919	1	278	
NP_300m_SV.NarG-3229_37_216_+	0.1234782340632592	1	278	
NP_300m_SV.NarG-3234_1_188_+	0.0834662340632592	1	278	
NP_300m_SV.NarG-3245_1_251_+	0.08215323406325921	1	278	
NP_300m_SV.NarG-3265_1_122_+	0.0664642340632592	1	278	
NP_300m_SV.NarG-3270_1_250_+	0.1073002340632592	1	278	
NP_300m_SV.NarG-3281_1_176_+	0.0764342340632592	1	278	
NP_300m_SV.NarG-3285_1_113_+	0.1336862340632592	1	278	
NP_300m_SV.NarG-3293_1_131_+	0.0628152340632592	1	278	
NP_300m_SV.NarG-3311_1_175_+	0.0362372340632592	1	278	
NP_300m_SV.NarG-3322_1_211_+	0.0493972340632592	1	278	
NP_300m_SV.NarG-3331_1_229_+	0.0485682340632592	1	278	
NP_300m_SV.NarG-3343_1_180_+	0.054083234063259204	1	278	
NP_300m_SV.NarG-3362_1_175_+	0.1015032340632592	1	278	
NP_300m_SV.NarG-3365_1_99_+	0.1466002340632592	1	278	
NP_300m_SV.NarG-3386_1_251_+	0.1940662340632592	1	278	
NP_300m_SV.NarG-3388_1_250_+	0.1400432340632592	1	278	
NP_300m_SV.NarG-3395_1_107_+	0.1408602340632592	1	278	
NP_300m_SV.NarG-3398_1_96_+	0.039964234063259205	1	278	
NP_300m_SV.NarG-3402_1_235_+	0.048289234063259204	1	278	
NP_300m_SV.NarG-3405_1_83_+	0.12832723406325922	1	278	
NP_300m_SV.NarG-3410_1_123_+	0.0949112340632592	1	278	
NP_300m_SV.NarG-3423_1_213_+	0.06652523406325919	1	278	
NP_300m_SV.NarG-3435_1_165_+	0.0374092340632592	1	278	
NP_300m_SV.NarG-3437_1_229_+	0.1405312340632592	1	278	
NP_300m_SV.NarG-3449_1_234_+	0.0936922340632592	1	278	
NP_300m_SV.NarG-3456_1_177_+	0.0710712340632592	1	278	
NP_300m_SV.NarG-3457_1_81_+	0.0863732340632592	1	278	
NP_300m_SV.NarG-3475_1_91_+	0.0409602340632592	1	278	
NP_300m_SV.NarG-3507_1_98_+	0.0560662340632592	1	278	
NP_300m_SV.NarG-3509_1_104_+	0.08363723406325921	1	278	
NP_300m_SV.NarG-3574_1_251_+	0.10204623406325919	1	278	
NP_300m_SV.NarG-3592_1_251_+	0.07973623406325919	1	278	
NP_300m_SV.NarG-3615_1_248_+	0.08620223406325919	1	278	
NP_300m_SV.NarG-3624_1_119_+	0.0421582340632592	1	278	
NP_300m_SV.NarG-3628_1_165_+	0.0505932340632592	1	278	
NP_300m_SV.NarG-3630_1_247_+	0.0536682340632592	1	278	
NP_300m_SV.NarG-3649_1_167_+	0.0764262340632592	1	278	
NP_300m_SV.NarG-3654_1_193_+	0.0931492340632592	1	278	
NP_300m_SV.NarG-3656_1_220_+	0.1572832340632592	1	278	
NP_300m_SV.NarG-3661_1_250_+	0.1344072340632592	1	278	
NP_300m_SV.NarG-3663_1_179_+	0.0938272340632592	1	278	
NP_300m_SV.NarG-3688_1_102_+	0.0799612340632592	1	278	
NP_300m_SV.NarG-3703_1_152_+	0.06322323406325919	1	278	
NP_300m_SV.NarG-3711_1_116_+	0.10784923406325919	1	278	
NP_300m_SV.NarG-3713_1_101_+	0.0361562340632592	1	278	
NP_300m_SV.NarG-3721_1_128_+	0.1300502340632592	1	278	
NP_300m_SV.NarG-3723_1_115_+	0.0715262340632592	1	278	
NP_300m_SV.NarG-3731_1_167_+	0.0783152340632592	1	278	
NP_300m_SV.NarG-3743_1_143_+	0.0623012340632592	1	278	
NP_300m_SV.NarG-3753_1_133_+	0.09379623406325918	1	278	
NP_300m_SV.NarG-3773_1_95_+	0.1109102340632592	1	278	
NP_300m_SV.NarG-3793_1_250_+	0.0695242340632592	1	278	
NP_300m_SV.NarG-3821_1_170_+	0.0728782340632592	1	278	
NP_300m_SV.NarG-3829_1_78_+	0.09667723406325919	1	278	
NP_300m_SV.NarG-3834_1_201_+	0.1293002340632592	1	278	
NP_300m_SV.NarG-3840_1_251_+	0.1103862340632592	1	278	
NP_300m_SV.NarG-3875_1_229_+	0.0847662340632592	1	278	
NP_300m_SV.NarG-3903_1_234_+	0.39017823406325924	1	278	
NP_300m_SV.NarG-3981_1_241_+	0.1318732340632592	1	278	
NP_300m_SV.NarG-4011_1_89_+	0.15039323406325922	1	278	
NP_300m_SV.NarG-4020_1_89_+	0.019244234063259202	1	278	
NP_300m_SV.NarG-4026_1_169_+	0.0847692340632592	1	278	
NP_300m_SV.NarG-4027_1_117_+	0.08080523406325921	1	278	
NP_300m_SV.NarG-4040_1_197_+	0.14220223406325921	1	278	
NP_300m_SV.NarG-4043_1_174_+	1.1379942340632592	1	278	
NP_300m_SV.NarG-4058_1_206_+	0.0639962340632592	1	278	
NP_300m_SV.NarG-4065_1_112_+	0.0453642340632592	1	278	
NP_300m_SV.NarG-4067_1_197_+	0.12079623406325919	1	278	
NP_300m_SV.NarG-4068_1_136_+	0.054444234063259205	1	278	
NP_300m_SV.NarG-4095_1_117_+	0.11097823406325918	1	278	
NP_300m_SV.NarG-4099_1_217_+	0.2956932340632592	1	278	
NP_300m_SV.NarG-4114_1_225_+	0.12247123406325919	1	278	
NP_300m_SV.NarG-4120_1_203_+	0.16076823406325919	1	278	
NP_300m_SV.NarG-4125_1_108_+	0.0613602340632592	1	278	
NP_300m_SV.NarG-4127_1_179_+	0.0764352340632592	1	278	
NP_300m_SV.NarG-4135_1_201_+	0.0889902340632592	1	278	
NP_300m_SV.NarG-4147_1_135_+	0.0704072340632592	1	278	
NP_300m_SV.NarG-4148_1_73_+	0.0226532340632592	1	278	
NP_300m_SV.NarG-4159_1_208_+	0.0544022340632592	1	278	
NP_300m_SV.NarG-4184_1_231_+	0.0851412340632592	1	278	
NP_300m_SV.NarG-4199_1_161_+	0.0861232340632592	1	278	
NP_300m_SV.NarG-4201_1_117_+	0.0948362340632592	1	278	
NP_300m_SV.NarG-4210_1_117_+	0.0763192340632592	1	278	
NP_300m_SV.NarG-4211_1_186_+	0.2894312340632592	1	278	
NP_300m_SV.NarG-4215_1_118_+	0.0749582340632592	1	278	
NP_300m_SV.NarG-4223_1_105_+	0.0704552340632592	1	278	
NP_300m_SV.NarG-4224_1_251_+	0.0534152340632592	1	278	
NP_300m_SV.NarG-4232_1_135_+	0.056157234063259204	1	278	
NP_300m_SV.NarG-4249_1_116_+	0.019244234063259202	1	278	
NP_300m_SV.NarG-4251_1_172_+	0.0717752340632592	1	278	
NP_300m_SV.NarG-4265_1_208_+	0.0686012340632592	1	278	
NP_300m_SV.NarG-4266_1_98_+	0.1253362340632592	1	278	
NP_300m_SV.NarG-4272_1_194_+	0.0695312340632592	1	278	
NP_300m_SV.NarG-4276_1_150_+	0.10684623406325919	1	278	
NP_300m_SV.NarG-4282_42_138_+	0.09435123406325921	1	278	
NP_300m_SV.NarG-4315_1_224_+	0.0993262340632592	1	278	
NP_300m_SV.NarG-4316_1_117_+	0.07395023406325921	1	278	
NP_300m_SV.NarG-4329_1_177_+	0.0632262340632592	1	278	
