read	distance	multiplicity	edge_index	node_name
NP_300m_SV.NarG-301_1_251_+	0.1483935157817651	1	282	
NP_300m_SV.NarG-307_1_128_+	0.1608525157817651	1	282	
NP_300m_SV.NarG-324_1_226_+	0.1739265157817651	1	282	
NP_300m_SV.NarG-328_1_188_+	0.1321625157817651	1	282	
NP_300m_SV.NarG-342_1_174_+	0.2390605157817651	1	282	
NP_300m_SV.NarG-343_1_204_+	0.2260995157817651	1	282	
NP_300m_SV.NarG-358_1_251_+	0.16737951578176508	1	282	
NP_300m_SV.NarG-362_1_142_+	0.2435465157817651	1	282	
NP_300m_SV.NarG-368_1_140_+	0.1707575157817651	1	282	
NP_300m_SV.NarG-369_1_74_+	0.1894275157817651	1	282	
NP_300m_SV.NarG-372_1_251_+	0.2630245157817651	1	282	
NP_300m_SV.NarG-374_1_189_+	0.22162651578176512	1	282	
NP_300m_SV.NarG-385_1_174_+	0.20102851578176512	1	282	
NP_300m_SV.NarG-406_1_135_+	0.3184745157817651	1	282	
NP_300m_SV.NarG-407_1_168_+	0.22513251578176507	1	282	
NP_300m_SV.NarG-428_1_84_+	0.2172575157817651	1	282	
NP_300m_SV.NarG-433_1_251_+	0.19738451578176508	1	282	
NP_300m_SV.NarG-440_1_181_+	0.19210651578176507	1	282	
NP_300m_SV.NarG-444_1_206_+	0.2361115157817651	1	282	
NP_300m_SV.NarG-449_1_119_+	0.18430951578176508	1	282	
NP_300m_SV.NarG-460_1_150_+	0.16854751578176508	1	282	
NP_300m_SV.NarG-461_1_126_+	0.2231195157817651	1	282	
NP_300m_SV.NarG-475_1_154_+	0.2421945157817651	1	282	
NP_300m_SV.NarG-477_1_226_+	0.2233995157817651	1	282	
NP_300m_SV.NarG-483_1_187_+	0.2105225157817651	1	282	
NP_300m_SV.NarG-514_79_222_+	0.1674965157817651	1	282	
NP_300m_SV.NarG-518_1_186_+	0.17110351578176508	1	282	
NP_300m_SV.NarG-520_1_251_+	0.2013955157817651	1	282	
NP_300m_SV.NarG-523_1_168_+	0.2204445157817651	1	282	
NP_300m_SV.NarG-538_1_241_+	0.1949845157817651	1	282	
NP_300m_SV.NarG-540_1_240_+	0.3144635157817651	1	282	
NP_300m_SV.NarG-546_1_100_+	0.1653955157817651	1	282	
NP_300m_SV.NarG-550_1_190_+	0.1446495157817651	1	282	
NP_300m_SV.NarG-552_1_245_+	0.2715365157817651	1	282	
NP_300m_SV.NarG-553_1_124_+	0.2873305157817651	1	282	
NP_300m_SV.NarG-580_1_218_+	0.3193235157817651	1	282	
NP_300m_SV.NarG-585_1_182_+	0.36471151578176514	1	282	
NP_300m_SV.NarG-592_1_134_+	0.20577551578176512	1	282	
NP_300m_SV.NarG-607_1_113_+	0.6116455157817651	1	282	
NP_300m_SV.NarG-610_1_250_+	0.2007135157817651	1	282	
NP_300m_SV.NarG-621_1_250_+	0.2609645157817651	1	282	
NP_300m_SV.NarG-626_1_105_+	0.14579151578176508	1	282	
NP_300m_SV.NarG-629_1_185_+	0.2138325157817651	1	282	
NP_300m_SV.NarG-631_1_81_+	0.2599235157817651	1	282	
NP_300m_SV.NarG-634_1_202_+	0.3558975157817651	1	282	
NP_300m_SV.NarG-663_1_251_+	0.1870905157817651	1	282	
NP_300m_SV.NarG-669_1_243_+	0.2096105157817651	1	282	
NP_300m_SV.NarG-684_1_235_+	0.2858965157817651	1	282	
NP_300m_SV.NarG-689_1_141_+	0.1730625157817651	1	282	
NP_300m_SV.NarG-690_1_140_+	0.1266095157817651	1	282	
NP_300m_SV.NarG-706_1_164_+	0.3167705157817651	1	282	
NP_300m_SV.NarG-708_1_212_+	0.3167465157817651	1	282	
NP_300m_SV.NarG-718_1_173_+	0.1468335157817651	1	282	
NP_300m_SV.NarG-721_1_207_+	0.2421955157817651	1	282	
NP_300m_SV.NarG-739_1_223_+	0.2389835157817651	1	282	
NP_300m_SV.NarG-742_1_250_+	0.2302315157817651	1	282	
NP_300m_SV.NarG-755_1_251_+	0.2108825157817651	1	282	
NP_300m_SV.NarG-792_1_131_+	0.2011265157817651	1	282	
NP_300m_SV.NarG-797_1_127_+	0.3072865157817651	1	282	
NP_300m_SV.NarG-803_1_170_+	0.2495395157817651	1	282	
NP_300m_SV.NarG-805_1_113_+	0.21316751578176507	1	282	
NP_300m_SV.NarG-807_1_140_+	0.2528395157817651	1	282	
NP_300m_SV.NarG-812_1_212_+	0.12539851578176509	1	282	
NP_300m_SV.NarG-815_1_132_+	0.18221051578176511	1	282	
NP_300m_SV.NarG-823_1_137_+	0.1806335157817651	1	282	
NP_300m_SV.NarG-827_1_250_+	0.1911425157817651	1	282	
NP_300m_SV.NarG-832_1_206_+	0.27882951578176507	1	282	
NP_300m_SV.NarG-837_1_250_+	0.1900305157817651	1	282	
NP_300m_SV.NarG-856_1_94_+	0.38712751578176513	1	282	
NP_300m_SV.NarG-865_1_251_+	0.1990645157817651	1	282	
NP_300m_SV.NarG-867_1_180_+	0.23054051578176507	1	282	
NP_300m_SV.NarG-871_1_251_+	0.30580151578176507	1	282	
NP_300m_SV.NarG-880_1_145_+	0.2673335157817651	1	282	
NP_300m_SV.NarG-890_1_127_+	0.2582135157817651	1	282	
NP_300m_SV.NarG-904_1_243_+	0.2509105157817651	1	282	
NP_300m_SV.NarG-906_1_190_+	0.1926365157817651	1	282	
NP_300m_SV.NarG-910_1_164_+	0.3170955157817651	1	282	
NP_300m_SV.NarG-916_1_249_+	0.31887051578176506	1	282	
NP_300m_SV.NarG-943_1_162_+	0.22464351578176509	1	282	
NP_300m_SV.NarG-951_1_238_+	0.3520625157817651	1	282	
NP_300m_SV.NarG-953_1_249_+	0.2141705157817651	1	282	
NP_300m_SV.NarG-960_1_230_+	0.1911545157817651	1	282	
NP_300m_SV.NarG-961_1_163_+	0.2158375157817651	1	282	
NP_300m_SV.NarG-965_1_250_+	0.2295225157817651	1	282	
NP_300m_SV.NarG-968_1_222_+	0.3199695157817651	1	282	
NP_300m_SV.NarG-970_1_225_+	0.2855685157817651	1	282	
NP_300m_SV.NarG-980_1_125_+	0.2361835157817651	1	282	
NP_300m_SV.NarG-985_1_137_+	0.3106385157817651	1	282	
NP_300m_SV.NarG-986_1_187_+	0.1985645157817651	1	282	
NP_300m_SV.NarG-993_1_192_+	0.2217485157817651	1	282	
NP_300m_SV.NarG-995_1_173_+	0.3247605157817651	1	282	
NP_300m_SV.NarG-1002_1_115_+	0.2555305157817651	1	282	
NP_300m_SV.NarG-1011_1_134_+	0.3017695157817651	1	282	
NP_300m_SV.NarG-1014_1_181_+	0.1880125157817651	1	282	
NP_300m_SV.NarG-1017_1_166_+	0.2327645157817651	1	282	
NP_300m_SV.NarG-1024_1_95_+	0.2040295157817651	1	282	
NP_300m_SV.NarG-1025_1_190_+	0.1075675157817651	1	282	
NP_300m_SV.NarG-1027_1_147_+	0.1907035157817651	1	282	
NP_300m_SV.NarG-1028_1_210_+	0.2676725157817651	1	282	
NP_300m_SV.NarG-1033_1_187_+	0.2531465157817651	1	282	
NP_300m_SV.NarG-1035_1_117_+	0.19053851578176512	1	282	
NP_300m_SV.NarG-1037_1_250_+	0.20087851578176508	1	282	
NP_300m_SV.NarG-1043_1_116_+	0.2204195157817651	1	282	
NP_300m_SV.NarG-1073_1_132_+	0.2381545157817651	1	282	
NP_300m_SV.NarG-1074_1_223_+	0.1710825157817651	1	282	
NP_300m_SV.NarG-1075_1_159_+	0.18880551578176508	1	282	
NP_300m_SV.NarG-1088_1_173_+	0.3392855157817651	1	282	
NP_300m_SV.NarG-1091_1_200_+	0.1454135157817651	1	282	
NP_300m_SV.NarG-1095_1_251_+	0.2440065157817651	1	282	
NP_300m_SV.NarG-1104_1_250_+	0.33164451578176507	1	282	
NP_300m_SV.NarG-1105_1_251_+	0.1898285157817651	1	282	
NP_300m_SV.NarG-1106_1_138_+	0.24458851578176508	1	282	
NP_300m_SV.NarG-1111_1_105_+	0.27258251578176507	1	282	
NP_300m_SV.NarG-1113_1_81_+	0.2061645157817651	1	282	
NP_300m_SV.NarG-1120_1_191_+	0.1945465157817651	1	282	
NP_300m_SV.NarG-1122_1_241_+	0.24396351578176512	1	282	
NP_300m_SV.NarG-1125_1_241_+	0.28252251578176507	1	282	
NP_300m_SV.NarG-1136_1_146_+	0.41842551578176507	1	282	
NP_300m_SV.NarG-1142_1_178_+	0.28080251578176507	1	282	
NP_300m_SV.NarG-1149_1_204_+	0.2659185157817651	1	282	
NP_300m_SV.NarG-1167_1_181_+	0.2862645157817651	1	282	
NP_300m_SV.NarG-1170_1_170_+	0.1261125157817651	1	282	
NP_300m_SV.NarG-1193_1_202_+	0.2713295157817651	1	282	
NP_300m_SV.NarG-1202_1_202_+	0.29844251578176506	1	282	
NP_300m_SV.NarG-1204_1_236_+	0.24032251578176508	1	282	
NP_300m_SV.NarG-1229_1_162_+	0.1117055157817651	1	282	
NP_300m_SV.NarG-1230_1_172_+	0.2498075157817651	1	282	
NP_300m_SV.NarG-1252_1_251_+	0.2630455157817651	1	282	
NP_300m_SV.NarG-1256_1_200_+	0.23759051578176507	1	282	
NP_300m_SV.NarG-1257_1_180_+	0.3100335157817651	1	282	
NP_300m_SV.NarG-1284_1_148_+	0.1940645157817651	1	282	
NP_300m_SV.NarG-1290_1_131_+	0.1824175157817651	1	282	
NP_300m_SV.NarG-1303_1_165_+	0.2065125157817651	1	282	
NP_300m_SV.NarG-1305_1_243_+	0.2509105157817651	1	282	
NP_300m_SV.NarG-1310_1_182_+	0.1767765157817651	1	282	
NP_300m_SV.NarG-1315_1_154_+	0.29393151578176513	1	282	
NP_300m_SV.NarG-1323_1_97_+	0.1860655157817651	1	282	
NP_300m_SV.NarG-1331_1_145_+	0.1581505157817651	1	282	
NP_300m_SV.NarG-1337_1_242_+	0.2093575157817651	1	282	
NP_300m_SV.NarG-1338_1_251_+	0.1331825157817651	1	282	
NP_300m_SV.NarG-1355_1_122_+	0.1847335157817651	1	282	
NP_300m_SV.NarG-1365_1_246_+	0.23129851578176508	1	282	
NP_300m_SV.NarG-1366_1_81_+	0.1357095157817651	1	282	
NP_300m_SV.NarG-1377_1_251_+	0.2336445157817651	1	282	
NP_300m_SV.NarG-1381_1_107_+	0.2424285157817651	1	282	
NP_300m_SV.NarG-1383_1_249_+	0.3072115157817651	1	282	
NP_300m_SV.NarG-1393_1_251_+	0.22097951578176508	1	282	
NP_300m_SV.NarG-1394_1_155_+	0.2275675157817651	1	282	
NP_300m_SV.NarG-1404_1_142_+	0.2305175157817651	1	282	
NP_300m_SV.NarG-1411_1_169_+	0.23784651578176508	1	282	
NP_300m_SV.NarG-1417_1_204_+	0.22146051578176512	1	282	
NP_300m_SV.NarG-1426_1_99_+	0.2109775157817651	1	282	
NP_300m_SV.NarG-1430_1_114_+	0.1716625157817651	1	282	
NP_300m_SV.NarG-1451_1_215_+	0.22352651578176508	1	282	
NP_300m_SV.NarG-1462_1_250_+	0.2437365157817651	1	282	
NP_300m_SV.NarG-1473_1_198_+	0.2081485157817651	1	282	
NP_300m_SV.NarG-1477_1_171_+	0.1806355157817651	1	282	
NP_300m_SV.NarG-1486_1_97_+	0.2136425157817651	1	282	
NP_300m_SV.NarG-1490_1_181_+	0.20974051578176509	1	282	
NP_300m_SV.NarG-1491_1_167_+	0.2464995157817651	1	282	
NP_300m_SV.NarG-1501_1_122_+	0.1705415157817651	1	282	
NP_300m_SV.NarG-1522_1_87_+	0.2359745157817651	1	282	
NP_300m_SV.NarG-1528_1_107_+	0.2732315157817651	1	282	
NP_300m_SV.NarG-1531_1_249_+	0.2373875157817651	1	282	
NP_300m_SV.NarG-1533_1_98_+	0.1475145157817651	1	282	
NP_300m_SV.NarG-1551_1_107_+	0.23046451578176508	1	282	
NP_300m_SV.NarG-1568_1_160_+	0.2656195157817651	1	282	
NP_300m_SV.NarG-1578_1_220_+	0.1487785157817651	1	282	
NP_300m_SV.NarG-1583_1_247_+	0.2003935157817651	1	282	
NP_300m_SV.NarG-1586_1_250_+	0.28811351578176514	1	282	
NP_300m_SV.NarG-1596_1_251_+	0.13158551578176508	1	282	
NP_300m_SV.NarG-1597_1_144_+	0.2639585157817651	1	282	
NP_300m_SV.NarG-1608_1_212_+	0.2510375157817651	1	282	
NP_300m_SV.NarG-1609_1_236_+	0.3043645157817651	1	282	
NP_300m_SV.NarG-1612_1_234_+	0.2356645157817651	1	282	
NP_300m_SV.NarG-1616_1_175_+	0.36960951578176504	1	282	
NP_300m_SV.NarG-1624_1_125_+	0.3717425157817651	1	282	
NP_300m_SV.NarG-1650_1_97_+	0.2701225157817651	1	282	
NP_300m_SV.NarG-1651_1_215_+	0.2035205157817651	1	282	
NP_300m_SV.NarG-1690_1_251_+	0.2109065157817651	1	282	
NP_300m_SV.NarG-1693_1_126_+	0.39226451578176513	1	282	
NP_300m_SV.NarG-1702_1_251_+	0.30580151578176507	1	282	
NP_300m_SV.NarG-1703_1_192_+	0.22493951578176508	1	282	
NP_300m_SV.NarG-1713_1_232_+	0.28618051578176507	1	282	
NP_300m_SV.NarG-1722_1_189_+	0.3331605157817651	1	282	
NP_300m_SV.NarG-1729_1_251_+	0.15944751578176508	1	282	
NP_300m_SV.NarG-1730_1_174_+	0.12611851578176508	1	282	
NP_300m_SV.NarG-1733_1_251_+	0.29109751578176507	1	282	
NP_300m_SV.NarG-1740_1_229_+	0.2460605157817651	1	282	
NP_300m_SV.NarG-1766_1_189_+	0.33380051578176506	1	282	
NP_300m_SV.NarG-1781_1_180_+	0.1445045157817651	1	282	
NP_300m_SV.NarG-1786_8_171_+	0.2033365157817651	1	282	
NP_300m_SV.NarG-1787_1_132_+	0.18537451578176511	1	282	
NP_300m_SV.NarG-1789_1_243_+	0.2227635157817651	1	282	
NP_300m_SV.NarG-1790_1_184_+	0.2864945157817651	1	282	
NP_300m_SV.NarG-1793_1_95_+	0.2761635157817651	1	282	
NP_300m_SV.NarG-1797_1_125_+	0.2267135157817651	1	282	
NP_300m_SV.NarG-1800_1_132_+	0.2551915157817651	1	282	
NP_300m_SV.NarG-1806_1_246_+	0.29422251578176506	1	282	
NP_300m_SV.NarG-1812_1_155_+	0.19280851578176508	1	282	
NP_300m_SV.NarG-1814_1_186_+	0.19636251578176508	1	282	
NP_300m_SV.NarG-1824_1_243_+	0.1998215157817651	1	282	
NP_300m_SV.NarG-1846_1_114_+	0.2057455157817651	1	282	
NP_300m_SV.NarG-1864_1_251_+	0.2508605157817651	1	282	
NP_300m_SV.NarG-1877_1_206_+	0.24547551578176507	1	282	
NP_300m_SV.NarG-1879_1_166_+	0.18859151578176508	1	282	
NP_300m_SV.NarG-1883_1_156_+	0.2364255157817651	1	282	
NP_300m_SV.NarG-1884_1_100_+	0.1714655157817651	1	282	
NP_300m_SV.NarG-1888_1_136_+	0.16469251578176508	1	282	
NP_300m_SV.NarG-1890_1_143_+	0.26233951578176506	1	282	
NP_300m_SV.NarG-1891_1_243_+	0.20365951578176508	1	282	
NP_300m_SV.NarG-1907_1_124_+	0.10830951578176509	1	282	
NP_300m_SV.NarG-1912_1_167_+	0.2242935157817651	1	282	
NP_300m_SV.NarG-1917_1_251_+	0.3028215157817651	1	282	
NP_300m_SV.NarG-1918_1_196_+	0.2022345157817651	1	282	
NP_300m_SV.NarG-1919_1_218_+	0.3091635157817651	1	282	
NP_300m_SV.NarG-1944_1_151_+	0.2490185157817651	1	282	
NP_300m_SV.NarG-1956_1_131_+	0.2168885157817651	1	282	
NP_300m_SV.NarG-1961_1_120_+	0.2459145157817651	1	282	
NP_300m_SV.NarG-1972_1_225_+	0.2156595157817651	1	282	
NP_300m_SV.NarG-1980_1_156_+	0.2311485157817651	1	282	
NP_300m_SV.NarG-1989_1_215_+	0.1323725157817651	1	282	
NP_300m_SV.NarG-1998_1_152_+	0.1752885157817651	1	282	
NP_300m_SV.NarG-2000_1_244_+	0.30378451578176513	1	282	
NP_300m_SV.NarG-2001_1_156_+	0.26372151578176506	1	282	
NP_300m_SV.NarG-2006_1_173_+	0.3071715157817651	1	282	
NP_300m_SV.NarG-2011_1_79_+	0.2507675157817651	1	282	
NP_300m_SV.NarG-2017_1_155_+	0.1933145157817651	1	282	
NP_300m_SV.NarG-2019_1_192_+	0.1221165157817651	1	282	
NP_300m_SV.NarG-2022_1_189_+	0.2023175157817651	1	282	
NP_300m_SV.NarG-2028_1_173_+	0.25424651578176505	1	282	
NP_300m_SV.NarG-2032_1_121_+	0.1855825157817651	1	282	
NP_300m_SV.NarG-2043_1_251_+	0.21001751578176509	1	282	
NP_300m_SV.NarG-2061_1_95_+	0.21151551578176508	1	282	
NP_300m_SV.NarG-2063_1_153_+	0.2265105157817651	1	282	
NP_300m_SV.NarG-2066_1_108_+	0.18973351578176512	1	282	
NP_300m_SV.NarG-2068_1_131_+	0.1918005157817651	1	282	
NP_300m_SV.NarG-2069_1_243_+	0.22541051578176508	1	282	
NP_300m_SV.NarG-2072_1_250_+	0.2126515157817651	1	282	
NP_300m_SV.NarG-2094_1_132_+	0.1608055157817651	1	282	
NP_300m_SV.NarG-2095_1_99_+	0.18678251578176508	1	282	
NP_300m_SV.NarG-2112_1_101_+	0.1712795157817651	1	282	
NP_300m_SV.NarG-2113_1_100_+	0.23271551578176508	1	282	
NP_300m_SV.NarG-2121_1_153_+	0.1518975157817651	1	282	
NP_300m_SV.NarG-2124_1_87_+	0.1536605157817651	1	282	
NP_300m_SV.NarG-2126_1_101_+	0.1874125157817651	1	282	
NP_300m_SV.NarG-2133_1_134_+	0.21549151578176512	1	282	
NP_300m_SV.NarG-2141_1_178_+	0.19855651578176509	1	282	
NP_300m_SV.NarG-2151_1_235_+	0.2296435157817651	1	282	
NP_300m_SV.NarG-2177_1_234_+	0.2418705157817651	1	282	
NP_300m_SV.NarG-2184_1_119_+	0.2439055157817651	1	282	
NP_300m_SV.NarG-2223_1_128_+	0.22456351578176512	1	282	
NP_300m_SV.NarG-2231_1_197_+	0.2816385157817651	1	282	
NP_300m_SV.NarG-2240_1_247_+	0.1956345157817651	1	282	
NP_300m_SV.NarG-2242_1_233_+	0.2908585157817651	1	282	
NP_300m_SV.NarG-2244_1_242_+	0.2093575157817651	1	282	
NP_300m_SV.NarG-2248_1_178_+	0.23092751578176507	1	282	
NP_300m_SV.NarG-2269_1_149_+	0.1775545157817651	1	282	
NP_300m_SV.NarG-2270_1_96_+	0.1797005157817651	1	282	
NP_300m_SV.NarG-2281_1_235_+	0.2158035157817651	1	282	
NP_300m_SV.NarG-2289_1_250_+	0.27175251578176507	1	282	
NP_300m_SV.NarG-2301_1_250_+	0.2098335157817651	1	282	
NP_300m_SV.NarG-2302_1_250_+	0.3019495157817651	1	282	
NP_300m_SV.NarG-2307_1_91_+	0.2007485157817651	1	282	
NP_300m_SV.NarG-2309_1_112_+	0.18188051578176512	1	282	
NP_300m_SV.NarG-2311_1_203_+	0.2253075157817651	1	282	
NP_300m_SV.NarG-2312_1_206_+	0.3430075157817651	1	282	
NP_300m_SV.NarG-2316_1_227_+	0.1709435157817651	1	282	
NP_300m_SV.NarG-2317_1_154_+	0.2625265157817651	1	282	
NP_300m_SV.NarG-2320_1_250_+	0.36802551578176507	1	282	
NP_300m_SV.NarG-2340_1_245_+	0.2239315157817651	1	282	
NP_300m_SV.NarG-2350_1_110_+	0.30638451578176507	1	282	
NP_300m_SV.NarG-2354_1_124_+	0.2851765157817651	1	282	
NP_300m_SV.NarG-2355_1_183_+	0.3444665157817651	1	282	
NP_300m_SV.NarG-2356_1_118_+	0.21488151578176512	1	282	
NP_300m_SV.NarG-2360_1_137_+	0.20656751578176508	1	282	
NP_300m_SV.NarG-2368_1_224_+	0.21140851578176512	1	282	
NP_300m_SV.NarG-2378_1_235_+	0.1974415157817651	1	282	
NP_300m_SV.NarG-2383_1_243_+	0.2227635157817651	1	282	
NP_300m_SV.NarG-2396_1_250_+	0.24795951578176512	1	282	
NP_300m_SV.NarG-2399_1_183_+	0.2878695157817651	1	282	
NP_300m_SV.NarG-2402_1_251_+	0.2896315157817651	1	282	
NP_300m_SV.NarG-2403_1_197_+	0.19981751578176507	1	282	
NP_300m_SV.NarG-2404_1_221_+	0.21332151578176511	1	282	
NP_300m_SV.NarG-2411_97_248_+	0.1637475157817651	1	282	
NP_300m_SV.NarG-2413_1_178_+	0.2650625157817651	1	282	
NP_300m_SV.NarG-2420_1_88_+	0.1548575157817651	1	282	
NP_300m_SV.NarG-2421_72_175_+	0.1997115157817651	1	282	
NP_300m_SV.NarG-2423_1_250_+	0.2144135157817651	1	282	
NP_300m_SV.NarG-2424_1_188_+	0.2136055157817651	1	282	
NP_300m_SV.NarG-2443_1_251_+	0.1881885157817651	1	282	
NP_300m_SV.NarG-2445_1_250_+	0.2083755157817651	1	282	
NP_300m_SV.NarG-2458_1_246_+	0.2240945157817651	1	282	
NP_300m_SV.NarG-2466_1_106_+	0.20196351578176508	1	282	
NP_300m_SV.NarG-2471_1_248_+	0.2403315157817651	1	282	
NP_300m_SV.NarG-2475_1_190_+	0.38595151578176506	1	282	
NP_300m_SV.NarG-2476_1_172_+	0.1923485157817651	1	282	
NP_300m_SV.NarG-2480_1_213_+	0.2260735157817651	1	282	
NP_300m_SV.NarG-2490_1_95_+	0.21963751578176507	1	282	
NP_300m_SV.NarG-2499_1_176_+	0.1861975157817651	1	282	
NP_300m_SV.NarG-2501_1_156_+	0.2044525157817651	1	282	
NP_300m_SV.NarG-2516_1_173_+	0.1468335157817651	1	282	
NP_300m_SV.NarG-2519_1_142_+	0.3516455157817651	1	282	
NP_300m_SV.NarG-2521_1_74_+	0.15228751578176508	1	282	
NP_300m_SV.NarG-2522_1_128_+	0.25997251578176506	1	282	
NP_300m_SV.NarG-2532_1_181_+	0.1124795157817651	1	282	
NP_300m_SV.NarG-2542_11_243_+	0.2070405157817651	1	282	
NP_300m_SV.NarG-2547_1_100_+	0.15622951578176508	1	282	
NP_300m_SV.NarG-2576_1_166_+	0.2524075157817651	1	282	
NP_300m_SV.NarG-2582_1_144_+	0.3064185157817651	1	282	
NP_300m_SV.NarG-2583_1_104_+	0.2769695157817651	1	282	
NP_300m_SV.NarG-2584_1_179_+	0.2107695157817651	1	282	
NP_300m_SV.NarG-2585_1_169_+	0.2204905157817651	1	282	
NP_300m_SV.NarG-2594_1_226_+	0.2198655157817651	1	282	
NP_300m_SV.NarG-2601_1_161_+	0.1933105157817651	1	282	
NP_300m_SV.NarG-2607_1_128_+	0.5674925157817651	1	282	
NP_300m_SV.NarG-2611_1_152_+	0.2480685157817651	1	282	
NP_300m_SV.NarG-2620_1_160_+	0.2385585157817651	1	282	
NP_300m_SV.NarG-2623_1_250_+	0.24431751578176508	1	282	
NP_300m_SV.NarG-2635_1_98_+	0.3476745157817651	1	282	
NP_300m_SV.NarG-2640_1_165_+	0.23910051578176508	1	282	
NP_300m_SV.NarG-2649_1_246_+	0.23984051578176507	1	282	
NP_300m_SV.NarG-2652_1_251_+	0.29304351578176513	1	282	
NP_300m_SV.NarG-2653_1_166_+	0.2833355157817651	1	282	
NP_300m_SV.NarG-2659_1_89_+	0.3184675157817651	1	282	
NP_300m_SV.NarG-2662_1_74_+	0.2551825157817651	1	282	
NP_300m_SV.NarG-2675_1_126_+	0.1083295157817651	1	282	
NP_300m_SV.NarG-2678_1_232_+	0.1773245157817651	1	282	
NP_300m_SV.NarG-2685_1_241_+	0.3049055157817651	1	282	
NP_300m_SV.NarG-2696_1_149_+	0.23404151578176513	1	282	
NP_300m_SV.NarG-2703_1_225_+	0.1571575157817651	1	282	
NP_300m_SV.NarG-2710_1_98_+	0.1842765157817651	1	282	
NP_300m_SV.NarG-2726_1_201_+	0.1827415157817651	1	282	
NP_300m_SV.NarG-2733_1_250_+	0.2378385157817651	1	282	
NP_300m_SV.NarG-2761_1_224_+	0.2619045157817651	1	282	
NP_300m_SV.NarG-2769_1_125_+	0.1731855157817651	1	282	
NP_300m_SV.NarG-2773_1_251_+	0.28615951578176513	1	282	
NP_300m_SV.NarG-2787_1_212_+	0.2244035157817651	1	282	
NP_300m_SV.NarG-2790_1_164_+	0.1956345157817651	1	282	
NP_300m_SV.NarG-2792_1_251_+	0.2006805157817651	1	282	
NP_300m_SV.NarG-2802_1_132_+	0.1533965157817651	1	282	
NP_300m_SV.NarG-2813_1_154_+	0.1619245157817651	1	282	
NP_300m_SV.NarG-2819_1_128_+	0.2238415157817651	1	282	
NP_300m_SV.NarG-2829_1_156_+	0.24814351578176508	1	282	
NP_300m_SV.NarG-2837_1_138_+	0.24153851578176508	1	282	
